,GEO.id,GEO.id2,GEO.display-label,HD01_VD01,year
339,0500000US12041,12041,"Gilchrist County, Florida",16683,2010
340,0500000US12043,12043,"Glades County, Florida",12617,2010
341,0500000US12045,12045,"Gulf County, Florida",15879,2010
342,0500000US12047,12047,"Hamilton County, Florida",14696,2010
343,0500000US12049,12049,"Hardee County, Florida",27521,2010
344,0500000US12051,12051,"Hendry County, Florida",39030,2010
345,0500000US12053,12053,"Hernando County, Florida",170337,2010
346,0500000US12055,12055,"Highlands County, Florida",98807,2010
347,0500000US12057,12057,"Hillsborough County, Florida",1200236,2010
348,0500000US12059,12059,"Holmes County, Florida",19992,2010
349,0500000US12061,12061,"Indian River County, Florida",135518,2010
350,0500000US12063,12063,"Jackson County, Florida",49334,2010
351,0500000US12065,12065,"Jefferson County, Florida",14583,2010
352,0500000US12067,12067,"Lafayette County, Florida",8506,2010
353,0500000US12069,12069,"Lake County, Florida",291671,2010
354,0500000US12071,12071,"Lee County, Florida",606165,2010
355,0500000US12073,12073,"Leon County, Florida",270409,2010
356,0500000US12075,12075,"Levy County, Florida",40415,2010
357,0500000US12077,12077,"Liberty County, Florida",8230,2010
358,0500000US12079,12079,"Madison County, Florida",19300,2010
359,0500000US12081,12081,"Manatee County, Florida",318619,2010
360,0500000US12083,12083,"Marion County, Florida",326833,2010
361,0500000US12085,12085,"Martin County, Florida",144322,2010
362,0500000US12086,12086,"Miami-Dade County, Florida",2445374,2010
363,0500000US12087,12087,"Monroe County, Florida",73065,2010
364,0500000US12089,12089,"Nassau County, Florida",71099,2010
365,0500000US12091,12091,"Okaloosa County, Florida",182076,2010
366,0500000US12093,12093,"Okeechobee County, Florida",39883,2010
367,0500000US12095,12095,"Orange County, Florida",1116094,2010
368,0500000US12097,12097,"Osceola County, Florida",258531,2010
369,0500000US12099,12099,"Palm Beach County, Florida",1299356,2010
370,0500000US12101,12101,"Pasco County, Florida",456514,2010
371,0500000US12103,12103,"Pinellas County, Florida",918263,2010
372,0500000US12105,12105,"Polk County, Florida",590116,2010
373,0500000US12107,12107,"Putnam County, Florida",74715,2010
374,0500000US12109,12109,"St. Johns County, Florida",180624,2010
375,0500000US12111,12111,"St. Lucie County, Florida",269659,2010
376,0500000US12113,12113,"Santa Rosa County, Florida",147838,2010
377,0500000US12115,12115,"Sarasota County, Florida",376200,2010
378,0500000US12117,12117,"Seminole County, Florida",417330,2010
379,0500000US12119,12119,"Sumter County, Florida",85891,2010
380,0500000US12121,12121,"Suwannee County, Florida",40675,2010
381,0500000US12123,12123,"Taylor County, Florida",22000,2010
382,0500000US12125,12125,"Union County, Florida",15375,2010
383,0500000US12127,12127,"Volusia County, Florida",496053,2010
384,0500000US12129,12129,"Wakulla County, Florida",29368,2010
385,0500000US12131,12131,"Walton County, Florida",53366,2010
386,0500000US12133,12133,"Washington County, Florida",24125,2010
387,0500000US13001,13001,"Appling County, Georgia",18050,2010
388,0500000US13003,13003,"Atkinson County, Georgia",8332,2010
389,0500000US13005,13005,"Bacon County, Georgia",10969,2010
390,0500000US13007,13007,"Baker County, Georgia",3657,2010
391,0500000US13009,13009,"Baldwin County, Georgia",46905,2010
392,0500000US13011,13011,"Banks County, Georgia",17840,2010
393,0500000US13013,13013,"Barrow County, Georgia",66359,2010
394,0500000US13015,13015,"Bartow County, Georgia",97423,2010
395,0500000US13017,13017,"Ben Hill County, Georgia",17631,2010
396,0500000US13019,13019,"Berrien County, Georgia",18708,2010
397,0500000US13021,13021,"Bibb County, Georgia",154810,2010
398,0500000US13023,13023,"Bleckley County, Georgia",12937,2010
399,0500000US13025,13025,"Brantley County, Georgia",17650,2010
400,0500000US13027,13027,"Brooks County, Georgia",16338,2010
401,0500000US13029,13029,"Bryan County, Georgia",29039,2010
402,0500000US13031,13031,"Bulloch County, Georgia",67298,2010
403,0500000US13033,13033,"Burke County, Georgia",23083,2010
404,0500000US13035,13035,"Butts County, Georgia",23401,2010
405,0500000US13037,13037,"Calhoun County, Georgia",6488,2010
406,0500000US13039,13039,"Camden County, Georgia",49293,2010
407,0500000US13043,13043,"Candler County, Georgia",10715,2010
408,0500000US13045,13045,"Carroll County, Georgia",109227,2010
409,0500000US13047,13047,"Catoosa County, Georgia",62951,2010
410,0500000US13049,13049,"Charlton County, Georgia",12310,2010
411,0500000US13051,13051,"Chatham County, Georgia",256428,2010
412,0500000US13053,13053,"Chattahoochee County, Georgia",11702,2010
413,0500000US13055,13055,"Chattooga County, Georgia",25985,2010
414,0500000US13057,13057,"Cherokee County, Georgia",206283,2010
415,0500000US13059,13059,"Clarke County, Georgia",115070,2010
416,0500000US13061,13061,"Clay County, Georgia",2981,2010
417,0500000US13063,13063,"Clayton County, Georgia",260156,2010
418,0500000US13065,13065,"Clinch County, Georgia",6841,2010
