GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
0500000US02013,2013,"Aleutians East Borough, Alaska",3304,*****
0500000US02016,2016,"Aleutians West Census Area, Alaska",5684,*****
0500000US02020,2020,"Anchorage Municipality, Alaska",299107,*****
0500000US02050,2050,"Bethel Census Area, Alaska",17776,*****
0500000US02060,2060,"Bristol Bay Borough, Alaska",970,91
0500000US02068,2068,"Denali Borough, Alaska",2060,143
0500000US02070,2070,"Dillingham Census Area, Alaska",4979,*****
0500000US02090,2090,"Fairbanks North Star Borough, Alaska",99705,*****
0500000US02100,2100,"Haines Borough, Alaska",2560,*****
0500000US02105,2105,"Hoonah-Angoon Census Area, Alaska",2128,*****
0500000US02110,2110,"Juneau City and Borough, Alaska",32531,*****
0500000US02122,2122,"Kenai Peninsula Borough, Alaska",57221,*****
0500000US02130,2130,"Ketchikan Gateway Borough, Alaska",13699,*****
0500000US02150,2150,"Kodiak Island Borough, Alaska",13973,*****
0500000US02158,2158,"Kusilvak Census Area, Alaska",7914,*****
0500000US02164,2164,"Lake and Peninsula Borough, Alaska",1474,143
0500000US02170,2170,"Matanuska-Susitna Borough, Alaska",96178,*****
0500000US02180,2180,"Nome Census Area, Alaska",9854,*****
0500000US02185,2185,"North Slope Borough, Alaska",9667,*****
0500000US02188,2188,"Northwest Arctic Borough, Alaska",7732,*****
0500000US02195,2195,"Petersburg Borough, Alaska",3221,*****
0500000US02198,2198,"Prince of Wales-Hyder Census Area, Alaska",6376,*****
0500000US02220,2220,"Sitka City and Borough, Alaska",8943,*****
0500000US02230,2230,"Skagway Municipality, Alaska",999,112
0500000US02240,2240,"Southeast Fairbanks Census Area, Alaska",7029,*****
0500000US02261,2261,"Valdez-Cordova Census Area, Alaska",9617,*****
0500000US02275,2275,"Wrangell City and Borough, Alaska",2387,*****
0500000US02282,2282,"Yakutat City and Borough, Alaska",643,91
0500000US02290,2290,"Yukon-Koyukuk Census Area, Alaska",5644,*****
0500000US04001,4001,"Apache County, Arizona",72124,*****
0500000US04003,4003,"Cochise County, Arizona",129647,*****
0500000US04005,4005,"Coconino County, Arizona",136701,*****
0500000US04007,4007,"Gila County, Arizona",53165,*****
0500000US04009,4009,"Graham County, Arizona",37407,*****
0500000US04011,4011,"Greenlee County, Arizona",9023,*****
0500000US04012,4012,"La Paz County, Arizona",20335,*****
0500000US04013,4013,"Maricopa County, Arizona",4018143,*****
0500000US04015,4015,"Mohave County, Arizona",203362,*****
0500000US04017,4017,"Navajo County, Arizona",107656,*****
0500000US04019,4019,"Pima County, Arizona",998537,*****
0500000US04021,4021,"Pinal County, Arizona",389772,*****
0500000US04023,4023,"Santa Cruz County, Arizona",47073,*****
0500000US04025,4025,"Yavapai County, Arizona",215996,*****
0500000US04027,4027,"Yuma County, Arizona",202987,*****
0500000US05001,5001,"Arkansas County, Arkansas",18731,*****
0500000US05003,5003,"Ashley County, Arkansas",21229,*****
0500000US05005,5005,"Baxter County, Arkansas",41040,*****
0500000US05007,5007,"Benton County, Arkansas",238198,*****
0500000US05009,5009,"Boone County, Arkansas",37227,*****
0500000US05011,5011,"Bradley County, Arkansas",11206,*****
0500000US05013,5013,"Calhoun County, Arkansas",5245,*****
0500000US05015,5015,"Carroll County, Arkansas",27635,*****
0500000US05017,5017,"Chicot County, Arkansas",11353,*****
0500000US05019,5019,"Clark County, Arkansas",22751,*****
0500000US05021,5021,"Clay County, Arkansas",15400,*****
0500000US05023,5023,"Cleburne County, Arkansas",25711,*****
0500000US05025,5025,"Cleveland County, Arkansas",8510,*****
0500000US05027,5027,"Columbia County, Arkansas",24327,*****
0500000US05029,5029,"Conway County, Arkansas",21110,*****
0500000US05031,5031,"Craighead County, Arkansas",101409,*****
0500000US05033,5033,"Crawford County, Arkansas",61748,*****
0500000US05035,5035,"Crittenden County, Arkansas",49765,*****
0500000US05037,5037,"Cross County, Arkansas",17467,*****
0500000US05039,5039,"Dallas County, Arkansas",7868,*****
0500000US05041,5041,"Desha County, Arkansas",12379,*****
0500000US05043,5043,"Drew County, Arkansas",18740,*****
0500000US05045,5045,"Faulkner County, Arkansas",119343,*****
0500000US05047,5047,"Franklin County, Arkansas",17866,*****
0500000US05049,5049,"Fulton County, Arkansas",12224,*****
0500000US05051,5051,"Garland County, Arkansas",96954,*****
0500000US05053,5053,"Grant County, Arkansas",18054,*****
0500000US05055,5055,"Greene County, Arkansas",43382,*****
0500000US05057,5057,"Hempstead County, Arkansas",22336,*****
0500000US05059,5059,"Hot Spring County, Arkansas",33316,*****
0500000US05061,5061,"Howard County, Arkansas",13555,*****
0500000US05063,5063,"Independence County, Arkansas",36952,*****
0500000US05065,5065,"Izard County, Arkansas",13480,*****
0500000US05067,5067,"Jackson County, Arkansas",17597,*****
0500000US05069,5069,"Jefferson County, Arkansas",73548,*****
0500000US05071,5071,"Johnson County, Arkansas",25930,*****
0500000US05073,5073,"Lafayette County, Arkansas",7270,*****
0500000US05075,5075,"Lawrence County, Arkansas",17029,*****
0500000US05077,5077,"Lee County, Arkansas",9966,*****
0500000US05079,5079,"Lincoln County, Arkansas",14062,*****
0500000US05081,5081,"Little River County, Arkansas",12720,*****
0500000US05083,5083,"Logan County, Arkansas",22001,*****
0500000US05085,5085,"Lonoke County, Arkansas",70691,*****
0500000US05087,5087,"Madison County, Arkansas",15702,*****
0500000US05089,5089,"Marion County, Arkansas",16458,*****
0500000US05091,5091,"Miller County, Arkansas",43652,*****
0500000US05093,5093,"Mississippi County, Arkansas",44864,*****
0500000US05095,5095,"Monroe County, Arkansas",7713,*****
0500000US05097,5097,"Montgomery County, Arkansas",9197,*****
0500000US05099,5099,"Nevada County, Arkansas",8793,*****
0500000US05101,5101,"Newton County, Arkansas",8052,*****
0500000US05103,5103,"Ouachita County, Arkansas",25044,*****
0500000US05105,5105,"Perry County, Arkansas",10300,*****
0500000US05107,5107,"Phillips County, Arkansas",20391,*****
0500000US05109,5109,"Pike County, Arkansas",11087,*****
0500000US05111,5111,"Poinsett County, Arkansas",24210,*****
0500000US05113,5113,"Polk County, Arkansas",20364,*****
0500000US05115,5115,"Pope County, Arkansas",62830,*****
0500000US05117,5117,"Prairie County, Arkansas",8402,*****
0500000US05119,5119,"Pulaski County, Arkansas",390463,*****
0500000US05121,5121,"Randolph County, Arkansas",17695,*****
0500000US05123,5123,"St. Francis County, Arkansas",27345,*****
0500000US05125,5125,"Saline County, Arkansas",113833,*****
0500000US05127,5127,"Scott County, Arkansas",10870,*****
0500000US05129,5129,"Searcy County, Arkansas",7965,*****
0500000US05131,5131,"Sebastian County, Arkansas",127273,*****
0500000US05133,5133,"Sevier County, Arkansas",17268,*****
0500000US05135,5135,"Sharp County, Arkansas",17055,*****
0500000US05137,5137,"Stone County, Arkansas",12512,*****
0500000US05139,5139,"Union County, Arkansas",40633,*****
0500000US05141,5141,"Van Buren County, Arkansas",17002,*****
0500000US05143,5143,"Washington County, Arkansas",216432,*****
0500000US05145,5145,"White County, Arkansas",78660,*****
0500000US05147,5147,"Woodruff County, Arkansas",6983,*****
0500000US05149,5149,"Yell County, Arkansas",21835,*****
0500000US06001,6001,"Alameda County, California",1584983,*****
0500000US06003,6003,"Alpine County, California",1131,167
0500000US06005,6005,"Amador County, California",36995,*****
0500000US06007,6007,"Butte County, California",222564,*****
0500000US06009,6009,"Calaveras County, California",44767,*****
0500000US06011,6011,"Colusa County, California",21396,*****
0500000US06013,6013,"Contra Costa County, California",1096068,*****
0500000US06015,6015,"Del Norte County, California",27788,*****
0500000US06017,6017,"El Dorado County, California",182093,*****
0500000US06019,6019,"Fresno County, California",956749,*****
0500000US06021,6021,"Glenn County, California",28029,*****
0500000US06023,6023,"Humboldt County, California",135034,*****
0500000US06025,6025,"Imperial County, California",178206,*****
0500000US06027,6027,"Inyo County, California",18373,*****
0500000US06029,6029,"Kern County, California",865736,*****
0500000US06031,6031,"Kings County, California",150998,*****
0500000US06033,6033,"Lake County, California",64158,*****
0500000US06035,6035,"Lassen County, California",32645,*****
0500000US06037,6037,"Los Angeles County, California",10038388,*****
0500000US06039,6039,"Madera County, California",153187,*****
0500000US06041,6041,"Marin County, California",258349,*****
0500000US06043,6043,"Mariposa County, California",17789,*****
0500000US06045,6045,"Mendocino County, California",87544,*****
0500000US06047,6047,"Merced County, California",263885,*****
0500000US06049,6049,"Modoc County, California",9184,*****
0500000US06051,6051,"Mono County, California",14146,*****
0500000US06053,6053,"Monterey County, California",428441,*****
0500000US06055,6055,"Napa County, California",140295,*****
0500000US06057,6057,"Nevada County, California",98570,*****
0500000US06059,6059,"Orange County, California",3116069,*****
0500000US06061,6061,"Placer County, California",366280,*****
0500000US06063,6063,"Plumas County, California",18966,*****
0500000US06065,6065,"Riverside County, California",2298032,*****
0500000US06067,6067,"Sacramento County, California",1465832,*****
0500000US06069,6069,"San Benito County, California",57557,*****
0500000US06071,6071,"San Bernardino County, California",2094769,*****
0500000US06073,6073,"San Diego County, California",3223096,*****
0500000US06075,6075,"San Francisco County, California",840763,*****
0500000US06077,6077,"San Joaquin County, California",708554,*****
0500000US06079,6079,"San Luis Obispo County, California",276517,*****
0500000US06081,6081,"San Mateo County, California",748731,*****
0500000US06083,6083,"Santa Barbara County, California",435850,*****
0500000US06085,6085,"Santa Clara County, California",1868149,*****
0500000US06087,6087,"Santa Cruz County, California",269278,*****
0500000US06089,6089,"Shasta County, California",178942,*****
0500000US06091,6091,"Sierra County, California",3021,167
0500000US06093,6093,"Siskiyou County, California",43895,*****
0500000US06095,6095,"Solano County, California",425753,*****
0500000US06097,6097,"Sonoma County, California",495078,*****
0500000US06099,6099,"Stanislaus County, California",527367,*****
0500000US06101,6101,"Sutter County, California",95247,*****
0500000US06103,6103,"Tehama County, California",63152,*****
0500000US06105,6105,"Trinity County, California",13373,*****
0500000US06107,6107,"Tulare County, California",454033,*****
0500000US06109,6109,"Tuolumne County, California",54079,*****
0500000US06111,6111,"Ventura County, California",840833,*****
0500000US06113,6113,"Yolo County, California",207320,*****
0500000US06115,6115,"Yuba County, California",73437,*****
0500000US08001,8001,"Adams County, Colorado",471206,*****
0500000US08003,8003,"Alamosa County, Colorado",16269,*****
0500000US08005,8005,"Arapahoe County, Colorado",608310,*****
0500000US08007,8007,"Archuleta County, Colorado",12174,*****
0500000US08009,8009,"Baca County, Colorado",3701,*****
0500000US08011,8011,"Bent County, Colorado",5895,*****
0500000US08013,8013,"Boulder County, Colorado",310032,*****
0500000US08014,8014,"Broomfield County, Colorado",60699,*****
0500000US08015,8015,"Chaffee County, Colorado",18309,*****
0500000US08017,8017,"Cheyenne County, Colorado",2002,144
0500000US08019,8019,"Clear Creek County, Colorado",9136,*****
0500000US08021,8021,"Conejos County, Colorado",8249,*****
0500000US08023,8023,"Costilla County, Colorado",3581,*****
0500000US08025,8025,"Crowley County, Colorado",5551,*****
0500000US08027,8027,"Custer County, Colorado",4303,*****
0500000US08029,8029,"Delta County, Colorado",30214,*****
0500000US08031,8031,"Denver County, Colorado",649654,*****
0500000US08033,8033,"Dolores County, Colorado",1862,144
0500000US08035,8035,"Douglas County, Colorado",306974,*****
0500000US08037,8037,"Eagle County, Colorado",52576,*****
0500000US08039,8039,"Elbert County, Colorado",23855,*****
0500000US08041,8041,"El Paso County, Colorado",655024,*****
0500000US08043,8043,"Fremont County, Colorado",46809,*****
0500000US08045,8045,"Garfield County, Colorado",57076,*****
0500000US08047,8047,"Gilpin County, Colorado",5605,*****
0500000US08049,8049,"Grand County, Colorado",14411,*****
0500000US08051,8051,"Gunnison County, Colorado",15651,*****
0500000US08053,8053,"Hinsdale County, Colorado",874,88
0500000US08055,8055,"Huerfano County, Colorado",6502,*****
0500000US08057,8057,"Jackson County, Colorado",1335,121
0500000US08059,8059,"Jefferson County, Colorado",552344,*****
0500000US08061,8061,"Kiowa County, Colorado",1463,121
0500000US08063,8063,"Kit Carson County, Colorado",7980,*****
0500000US08065,8065,"Lake County, Colorado",7362,*****
0500000US08067,8067,"La Plata County, Colorado",53182,*****
0500000US08069,8069,"Larimer County, Colorado",318227,*****
0500000US08071,8071,"Las Animas County, Colorado",14503,*****
0500000US08073,8073,"Lincoln County, Colorado",5478,*****
0500000US08075,8075,"Logan County, Colorado",21928,*****
0500000US08077,8077,"Mesa County, Colorado",147834,*****
0500000US08079,8079,"Mineral County, Colorado",733,89
0500000US08081,8081,"Moffat County, Colorado",13117,*****
0500000US08083,8083,"Montezuma County, Colorado",25700,*****
0500000US08085,8085,"Montrose County, Colorado",40815,*****
0500000US08087,8087,"Morgan County, Colorado",28359,*****
0500000US08089,8089,"Otero County, Colorado",18572,*****
0500000US08091,8091,"Ouray County, Colorado",4580,*****
0500000US08093,8093,"Park County, Colorado",16189,*****
0500000US08095,8095,"Phillips County, Colorado",4371,*****
0500000US08097,8097,"Pitkin County, Colorado",17420,*****
0500000US08099,8099,"Prowers County, Colorado",12235,*****
0500000US08101,8101,"Pueblo County, Colorado",161519,*****
0500000US08103,8103,"Rio Blanco County, Colorado",6712,*****
0500000US08105,8105,"Rio Grande County, Colorado",11745,*****
0500000US08107,8107,"Routt County, Colorado",23606,*****
0500000US08109,8109,"Saguache County, Colorado",6238,*****
0500000US08111,8111,"San Juan County, Colorado",606,92
0500000US08113,8113,"San Miguel County, Colorado",7676,*****
0500000US08115,8115,"Sedgwick County, Colorado",2365,*****
0500000US08117,8117,"Summit County, Colorado",28940,*****
0500000US08119,8119,"Teller County, Colorado",23340,*****
0500000US08121,8121,"Washington County, Colorado",4795,*****
0500000US08123,8123,"Weld County, Colorado",270948,*****
0500000US08125,8125,"Yuma County, Colorado",10185,*****
0500000US09001,9001,"Fairfield County, Connecticut",939983,*****
0500000US09003,9003,"Hartford County, Connecticut",896943,*****
0500000US09005,9005,"Litchfield County, Connecticut",186304,*****
0500000US09007,9007,"Middlesex County, Connecticut",165165,*****
0500000US09009,9009,"New Haven County, Connecticut",862224,*****
0500000US09011,9011,"New London County, Connecticut",273185,*****
0500000US09013,9013,"Tolland County, Connecticut",151948,*****
0500000US09015,9015,"Windham County, Connecticut",117470,*****
0500000US10001,10001,"Kent County, Delaware",169509,*****
0500000US10003,10003,"New Castle County, Delaware",549643,*****
0500000US10005,10005,"Sussex County, Delaware",207302,*****
0500000US11001,11001,"District of Columbia, District of Columbia",647484,*****
0500000US12001,12001,"Alachua County, Florida",254218,*****
0500000US12003,12003,"Baker County, Florida",27135,*****
0500000US12005,12005,"Bay County, Florida",175353,*****
0500000US12007,12007,"Bradford County, Florida",27223,*****
0500000US12009,12009,"Brevard County, Florida",553591,*****
0500000US12011,12011,"Broward County, Florida",1843152,*****
0500000US12013,12013,"Calhoun County, Florida",14615,*****
0500000US12015,12015,"Charlotte County, Florida",165783,*****
0500000US12017,12017,"Citrus County, Florida",139654,*****
0500000US12019,12019,"Clay County, Florida",197417,*****
0500000US12021,12021,"Collier County, Florida",341091,*****
0500000US12023,12023,"Columbia County, Florida",67806,*****
0500000US12027,12027,"DeSoto County, Florida",34957,*****
0500000US12029,12029,"Dixie County, Florida",16091,*****
0500000US12031,12031,"Duval County, Florida",890673,*****
0500000US12033,12033,"Escambia County, Florida",306327,*****
0500000US12035,12035,"Flagler County, Florida",100783,*****
0500000US12037,12037,"Franklin County, Florida",11628,*****
0500000US12039,12039,"Gadsden County, Florida",46424,*****
0500000US12041,12041,"Gilchrist County, Florida",16992,*****
0500000US12043,12043,"Glades County, Florida",13272,*****
0500000US12045,12045,"Gulf County, Florida",15785,*****
0500000US12047,12047,"Hamilton County, Florida",14395,*****
0500000US12049,12049,"Hardee County, Florida",27468,*****
0500000US12051,12051,"Hendry County, Florida",38363,*****
0500000US12053,12053,"Hernando County, Florida",174809,*****
0500000US12055,12055,"Highlands County, Florida",98328,*****
0500000US12057,12057,"Hillsborough County, Florida",1302884,*****
0500000US12059,12059,"Holmes County, Florida",19635,*****
0500000US12061,12061,"Indian River County, Florida",142866,*****
0500000US12063,12063,"Jackson County, Florida",48900,*****
0500000US12065,12065,"Jefferson County, Florida",14198,*****
0500000US12067,12067,"Lafayette County, Florida",8801,*****
0500000US12069,12069,"Lake County, Florida",310561,*****
0500000US12071,12071,"Lee County, Florida",663675,*****
0500000US12073,12073,"Leon County, Florida",282940,*****
0500000US12075,12075,"Levy County, Florida",39821,*****
0500000US12077,12077,"Liberty County, Florida",8295,*****
0500000US12079,12079,"Madison County, Florida",18729,*****
0500000US12081,12081,"Manatee County, Florida",343729,*****
0500000US12083,12083,"Marion County, Florida",336811,*****
0500000US12085,12085,"Martin County, Florida",151586,*****
0500000US12086,12086,"Miami-Dade County, Florida",2639042,*****
0500000US12087,12087,"Monroe County, Florida",75901,*****
0500000US12089,12089,"Nassau County, Florida",75880,*****
0500000US12091,12091,"Okaloosa County, Florida",192237,*****
0500000US12093,12093,"Okeechobee County, Florida",39255,*****
0500000US12095,12095,"Orange County, Florida",1229039,*****
0500000US12097,12097,"Osceola County, Florida",300870,*****
0500000US12099,12099,"Palm Beach County, Florida",1378806,*****
0500000US12101,12101,"Pasco County, Florida",479288,*****
0500000US12103,12103,"Pinellas County, Florida",931477,*****
0500000US12105,12105,"Polk County, Florida",626676,*****
0500000US12107,12107,"Putnam County, Florida",72696,*****
0500000US12109,12109,"St. Johns County, Florida",210495,*****
0500000US12111,12111,"St. Lucie County, Florida",288006,*****
0500000US12113,12113,"Santa Rosa County, Florida",161021,*****
0500000US12115,12115,"Sarasota County, Florida",392038,*****
0500000US12117,12117,"Seminole County, Florida",437346,*****
0500000US12119,12119,"Sumter County, Florida",108501,*****
0500000US12121,12121,"Suwannee County, Florida",43595,*****
0500000US12123,12123,"Taylor County, Florida",22685,*****
0500000US12125,12125,"Union County, Florida",15191,*****
0500000US12127,12127,"Volusia County, Florida",503719,*****
0500000US12129,12129,"Wakulla County, Florida",31128,*****
0500000US12131,12131,"Walton County, Florida",59487,*****
0500000US12133,12133,"Washington County, Florida",24629,*****
0500000US13001,13001,"Appling County, Georgia",18417,*****
0500000US13003,13003,"Atkinson County, Georgia",8294,*****
0500000US13005,13005,"Bacon County, Georgia",11222,*****
0500000US13007,13007,"Baker County, Georgia",3292,*****
0500000US13009,13009,"Baldwin County, Georgia",45795,*****
0500000US13011,13011,"Banks County, Georgia",18336,*****
0500000US13013,13013,"Barrow County, Georgia",72012,*****
0500000US13015,13015,"Bartow County, Georgia",101336,*****
0500000US13017,13017,"Ben Hill County, Georgia",17477,*****
0500000US13019,13019,"Berrien County, Georgia",19019,*****
0500000US13021,13021,"Bibb County, Georgia",154816,*****
0500000US13023,13023,"Bleckley County, Georgia",12746,*****
0500000US13025,13025,"Brantley County, Georgia",18452,*****
0500000US13027,13027,"Brooks County, Georgia",15637,*****
0500000US13029,13029,"Bryan County, Georgia",33151,*****
0500000US13031,13031,"Bulloch County, Georgia",72386,*****
0500000US13033,13033,"Burke County, Georgia",23007,*****
0500000US13035,13035,"Butts County, Georgia",23445,*****
0500000US13037,13037,"Calhoun County, Georgia",6489,*****
0500000US13039,13039,"Camden County, Georgia",51445,*****
0500000US13043,13043,"Candler County, Georgia",11031,*****
0500000US13045,13045,"Carroll County, Georgia",112595,*****
0500000US13047,13047,"Catoosa County, Georgia",65375,*****
0500000US13049,13049,"Charlton County, Georgia",13130,*****
0500000US13051,13051,"Chatham County, Georgia",279290,*****
0500000US13053,13053,"Chattahoochee County, Georgia",11914,*****
0500000US13055,13055,"Chattooga County, Georgia",25241,*****
0500000US13057,13057,"Cherokee County, Georgia",225944,*****
0500000US13059,13059,"Clarke County, Georgia",120905,*****
0500000US13061,13061,"Clay County, Georgia",3104,*****
0500000US13063,13063,"Clayton County, Georgia",267234,*****
0500000US13065,13065,"Clinch County, Georgia",6791,*****
0500000US13067,13067,"Cobb County, Georgia",719133,*****
0500000US13069,13069,"Coffee County, Georgia",43003,*****
0500000US13071,13071,"Colquitt County, Georgia",46024,*****
0500000US13073,13073,"Columbia County, Georgia",136204,*****
0500000US13075,13075,"Cook County, Georgia",17033,*****
0500000US13077,13077,"Coweta County, Georgia",133416,*****
0500000US13079,13079,"Crawford County, Georgia",12539,*****
0500000US13081,13081,"Crisp County, Georgia",23314,*****
0500000US13083,13083,"Dade County, Georgia",16445,*****
0500000US13085,13085,"Dawson County, Georgia",22673,*****
0500000US13087,13087,"Decatur County, Georgia",27378,*****
0500000US13089,13089,"DeKalb County, Georgia",716331,*****
0500000US13091,13091,"Dodge County, Georgia",21180,*****
0500000US13093,13093,"Dooly County, Georgia",14293,*****
0500000US13095,13095,"Dougherty County, Georgia",93310,*****
0500000US13097,13097,"Douglas County, Georgia",136520,*****
0500000US13099,13099,"Early County, Georgia",10579,*****
0500000US13101,13101,"Echols County, Georgia",4048,*****
0500000US13103,13103,"Effingham County, Georgia",54630,*****
0500000US13105,13105,"Elbert County, Georgia",19537,*****
0500000US13107,13107,"Emanuel County, Georgia",22731,*****
0500000US13109,13109,"Evans County, Georgia",10814,*****
0500000US13111,13111,"Fannin County, Georgia",23742,*****
0500000US13113,13113,"Fayette County, Georgia",108655,*****
0500000US13115,13115,"Floyd County, Georgia",96169,*****
0500000US13117,13117,"Forsyth County, Georgia",196236,*****
0500000US13119,13119,"Franklin County, Georgia",22110,*****
0500000US13121,13121,"Fulton County, Georgia",983903,*****
0500000US13123,13123,"Gilmer County, Georgia",28673,*****
0500000US13125,13125,"Glascock County, Georgia",3087,*****
0500000US13127,13127,"Glynn County, Georgia",81743,*****
0500000US13129,13129,"Gordon County, Georgia",55889,*****
0500000US13131,13131,"Grady County, Georgia",25243,*****
0500000US13133,13133,"Greene County, Georgia",16331,*****
0500000US13135,13135,"Gwinnett County, Georgia",859234,*****
0500000US13137,13137,"Habersham County, Georgia",43527,*****
0500000US13139,13139,"Hall County, Georgia",187916,*****
0500000US13141,13141,"Hancock County, Georgia",8881,*****
0500000US13143,13143,"Haralson County, Georgia",28565,*****
0500000US13145,13145,"Harris County, Georgia",32776,*****
0500000US13147,13147,"Hart County, Georgia",25498,*****
0500000US13149,13149,"Heard County, Georgia",11617,*****
0500000US13151,13151,"Henry County, Georgia",211512,*****
0500000US13153,13153,"Houston County, Georgia",147570,*****
0500000US13155,13155,"Irwin County, Georgia",9408,*****
0500000US13157,13157,"Jackson County, Georgia",61420,*****
0500000US13159,13159,"Jasper County, Georgia",13593,*****
0500000US13161,13161,"Jeff Davis County, Georgia",14990,*****
0500000US13163,13163,"Jefferson County, Georgia",16374,*****
0500000US13165,13165,"Jenkins County, Georgia",8922,*****
0500000US13167,13167,"Johnson County, Georgia",9794,*****
0500000US13169,13169,"Jones County, Georgia",28738,*****
0500000US13171,13171,"Lamar County, Georgia",18114,*****
0500000US13173,13173,"Lanier County, Georgia",10403,*****
0500000US13175,13175,"Laurens County, Georgia",47886,*****
0500000US13177,13177,"Lee County, Georgia",28946,*****
0500000US13179,13179,"Liberty County, Georgia",64427,*****
0500000US13181,13181,"Lincoln County, Georgia",7720,*****
0500000US13183,13183,"Long County, Georgia",16588,*****
0500000US13185,13185,"Lowndes County, Georgia",113203,*****
0500000US13187,13187,"Lumpkin County, Georgia",30921,*****
0500000US13189,13189,"McDuffie County, Georgia",21582,*****
0500000US13191,13191,"McIntosh County, Georgia",14007,*****
0500000US13193,13193,"Macon County, Georgia",14045,*****
0500000US13195,13195,"Madison County, Georgia",28232,*****
0500000US13197,13197,"Marion County, Georgia",8739,*****
0500000US13199,13199,"Meriwether County, Georgia",21297,*****
0500000US13201,13201,"Miller County, Georgia",5936,*****
0500000US13205,13205,"Mitchell County, Georgia",22982,*****
0500000US13207,13207,"Monroe County, Georgia",26915,*****
0500000US13209,13209,"Montgomery County, Georgia",8968,*****
0500000US13211,13211,"Morgan County, Georgia",17900,*****
0500000US13213,13213,"Murray County, Georgia",39401,*****
0500000US13215,13215,"Muscogee County, Georgia",200285,*****
0500000US13217,13217,"Newton County, Georgia",102645,*****
